date,season,home_team,away_team,home_points,away_points,total_points,point_diff,winner,neutral_site,postseason
2002-10-12,2002,Baylor,Texas A&M,0,41,41,-41,Texas A&M,False,False
2002-10-12,2002,Nebraska,Missouri,24,13,37,11,Nebraska,False,False
2002-10-12,2002,Auburn,Arkansas,17,38,55,-21,Arkansas,False,False
2002-10-12,2002,Army,TCU,27,46,73,-19,TCU,False,False
2002-10-12,2002,Central Michigan,Bowling Green,35,45,80,-10,Bowling Green,False,False
2002-10-12,2002,Illinois,Purdue,38,31,69,7,Illinois,False,False
2002-10-12,2002,Ohio,Eastern Michigan,55,27,82,28,Ohio,False,False
2002-10-12,2002,Ole Miss,Arkansas State,52,17,69,35,Ole Miss,False,False
2002-10-12,2002,Kansas,Colorado,29,53,82,-24,Colorado,False,False
2002-10-12,2002,Miami (OH),Northern Illinois,41,48,89,-7,Northern Illinois,False,False
2002-10-12,2002,Akron,Liberty,49,21,70,28,Akron,False,False
2002-10-12,2002,Kansas State,Oklahoma State,44,9,53,35,Kansas State,False,False
2002-10-12,2002,Mississippi State,Troy,11,8,19,3,Mississippi State,False,False
2002-10-12,2002,Notre Dame,Pittsburgh,14,6,20,8,Notre Dame,False,False
2002-10-12,2002,UAB,Houston,51,34,85,17,UAB,False,False
2002-10-12,2002,Colorado State,Wyoming,44,36,80,8,Colorado State,False,False
2002-10-12,2002,Georgia,Tennessee,18,13,31,5,Georgia,False,False
2002-10-12,2002,Tulane,Cincinnati,35,17,52,18,Tulane,False,False
2002-10-12,2002,Western Michigan,UCF,27,31,58,-4,UCF,False,False
2002-10-12,2002,Michigan,Penn State,27,24,51,3,Michigan,False,False
2002-10-12,2002,UCLA,Oregon,30,31,61,-1,Oregon,False,False
2002-10-12,2002,Wake Forest,Duke,36,10,46,26,Wake Forest,False,False
2002-10-12,2002,Oklahoma,Texas,35,24,59,11,Oklahoma,True,False
2002-10-12,2002,Washington,Arizona,32,28,60,4,Washington,False,False
2002-10-12,2002,Rutgers,West Virginia,0,40,40,-40,West Virginia,False,False
2002-10-12,2002,Marshall,Buffalo,66,21,87,45,Marshall,False,False
2002-10-12,2002,Stanford,Washington State,11,36,47,-25,Washington State,False,False
2002-10-12,2002,USC,California,30,28,58,2,USC,False,False
2002-10-12,2002,Kentucky,South Carolina,12,16,28,-4,South Carolina,False,False
2002-10-12,2002,UL-Monroe,Idaho,34,14,48,20,UL-Monroe,False,False
2002-10-12,2002,UNLV,New Mexico,16,25,41,-9,New Mexico,False,False
2002-10-12,2002,Toledo,Ball State,37,17,54,20,Toledo,False,False
2002-10-12,2002,Tulsa,Boise State,24,52,76,-28,Boise State,False,False
2002-10-12,2002,Iowa State,Texas Tech,31,17,48,14,Iowa State,False,False
2002-10-12,2002,USF,Southern Miss,16,13,29,3,USF,False,False
2002-10-12,2002,San Diego State,Utah,36,17,53,19,San Diego State,False,False
2002-10-12,2002,Vanderbilt,Middle Tennessee,20,21,41,-1,Middle Tennessee,False,False
2002-10-12,2002,Florida,LSU,7,36,43,-29,LSU,False,False
2002-10-12,2002,New Mexico State,UL-Lafayette,31,28,59,3,New Mexico State,False,False
2002-10-12,2002,Air Force,BYU,52,9,61,43,Air Force,False,False
2002-10-12,2002,Arizona State,Oregon State,13,9,22,4,Arizona State,False,False
2002-10-12,2002,Fresno State,SMU,30,7,37,23,Fresno State,False,False
2002-10-12,2002,Hawaii,Nevada,59,34,93,25,Hawaii,False,False
2002-10-17,2002,Maryland,Georgia Tech,34,10,44,24,Maryland,False,False
2002-10-18,2002,Boise State,Fresno State,67,21,88,46,Boise State,False,False
2002-10-19,2002,Middle Tennessee,UL-Lafayette,48,35,83,13,Middle Tennessee,False,False
2002-10-19,2002,West Virginia,Syracuse,34,7,41,27,West Virginia,False,False
2002-10-19,2002,Virginia,North Carolina,37,27,64,10,Virginia,False,False
2002-10-19,2002,Boston College,Navy,46,21,67,25,Boston College,False,False
2002-10-19,2002,Connecticut,Temple,24,38,62,-14,Temple,False,False
2002-10-19,2002,NC State,Duke,24,22,46,2,NC State,False,False
2002-10-19,2002,Penn State,Northwestern,49,0,49,49,Penn State,False,False
2002-10-19,2002,Purdue,Michigan,21,23,44,-2,Michigan,False,False
2002-10-19,2002,Indiana,Iowa,8,24,32,-16,Iowa,False,False
2002-10-19,2002,Michigan State,Minnesota,7,28,35,-21,Minnesota,False,False
2002-10-19,2002,Georgia,Vanderbilt,48,17,65,31,Georgia,False,False
2002-10-19,2002,Oklahoma State,Nebraska,24,21,45,3,Oklahoma State,False,False
2002-10-19,2002,Buffalo,Miami (OH),0,49,49,-49,Miami (OH),False,False
2002-10-19,2002,Virginia Tech,Rutgers,35,14,49,21,Virginia Tech,False,False
2002-10-19,2002,Southern Miss,Cincinnati,23,14,37,9,Southern Miss,False,False
2002-10-19,2002,Arkansas,Kentucky,17,29,46,-12,Kentucky,False,False
2002-10-19,2002,East Carolina,USF,30,46,76,-16,USF,False,False
2002-10-19,2002,Kansas,Texas A&M,22,47,69,-25,Texas A&M,False,False
2002-10-19,2002,Kent State,Ohio,0,50,50,-50,Ohio,False,False
2002-10-19,2002,Louisville,TCU,31,45,76,-14,TCU,False,False
2002-10-19,2002,Northern Illinois,Central Michigan,49,0,49,49,Northern Illinois,False,False
2002-10-19,2002,Ball State,Eastern Michigan,42,17,59,25,Ball State,False,False
2002-10-19,2002,Colorado,Baylor,34,0,34,34,Colorado,False,False
2002-10-19,2002,Houston,Army,56,42,98,14,Houston,False,False
2002-10-19,2002,Utah,Colorado State,20,28,48,-8,Colorado State,False,False
2002-10-19,2002,SMU,Louisiana Tech,37,34,71,3,SMU,False,False
2002-10-19,2002,Wyoming,San Diego State,20,24,44,-4,San Diego State,False,False
2002-10-19,2002,Clemson,Wake Forest,31,23,54,8,Clemson,False,False
2002-10-19,2002,Tulane,UAB,35,14,49,21,Tulane,False,False
2002-10-19,2002,Alabama,Ole Miss,42,7,49,35,Alabama,False,False
2002-10-19,2002,USC,Washington,41,21,62,20,USC,False,False
2002-10-19,2002,Oregon,Arizona State,42,45,87,-3,Arizona State,False,False
2002-10-19,2002,Wisconsin,Ohio State,14,19,33,-5,Ohio State,False,False
2002-10-19,2002,Oklahoma,Iowa State,49,3,52,46,Oklahoma,False,False
2002-10-19,2002,New Mexico State,UL-Monroe,34,21,55,13,New Mexico State,False,False
2002-10-19,2002,Nevada,San Jose State,52,24,76,28,Nevada,False,False
2002-10-19,2002,Marshall,Troy,24,7,31,17,Marshall,False,False
2002-10-19,2002,Stanford,Arizona,16,6,22,10,Stanford,False,False
2002-10-19,2002,Utah State,New Mexico,45,44,89,1,Utah State,False,False
2002-10-19,2002,Bowling Green,Western Michigan,48,45,93,3,Bowling Green,False,False
2002-10-19,2002,UCF,Toledo,24,27,51,-3,Toledo,False,False
2002-10-19,2002,Florida,Auburn,30,23,53,7,Florida,False,False
2002-10-19,2002,California,UCLA,17,12,29,5,California,False,False
2002-10-19,2002,BYU,UNLV,3,24,27,-21,UNLV,False,False
2002-10-19,2002,Arkansas State,North Texas,10,13,23,-3,North Texas,False,False
2002-10-19,2002,Texas Tech,Missouri,52,38,90,14,Texas Tech,False,False
2002-10-19,2002,Kansas State,Texas,14,17,31,-3,Texas,False,False
2002-10-19,2002,LSU,South Carolina,38,14,52,24,LSU,False,False
2002-10-19,2002,Memphis,Mississippi State,17,29,46,-12,Mississippi State,False,False
2002-10-19,2002,Air Force,Notre Dame,14,21,35,-7,Notre Dame,False,False
2002-10-19,2002,UTEP,Rice,38,35,73,3,UTEP,False,False
2002-10-19,2002,Hawaii,Tulsa,37,14,51,23,Hawaii,False,False
2002-10-24,2002,Clemson,NC State,6,38,44,-32,NC State,False,False
2002-10-24,2002,Colorado State,BYU,37,10,47,27,Colorado State,False,False
2002-10-25,2002,Fresno State,Hawaii,21,31,52,-10,Hawaii,False,False
2002-10-26,2002,Pittsburgh,Boston College,19,16,35,3,Pittsburgh,False,False
2002-10-26,2002,Florida State,Notre Dame,24,34,58,-10,Notre Dame,False,False
2002-10-26,2002,Northwestern,Purdue,13,42,55,-29,Purdue,False,False
2002-10-26,2002,Wake Forest,North Carolina,31,0,31,31,Wake Forest,False,False
2002-10-26,2002,West Virginia,Miami (FL),23,40,63,-17,Miami (FL),False,False
2002-10-26,2002,Michigan,Iowa,9,34,43,-25,Iowa,False,False
2002-10-26,2002,Auburn,LSU,31,7,38,24,Auburn,False,False
2002-10-26,2002,Virginia Tech,Temple,20,10,30,10,Virginia Tech,False,False
2002-10-26,2002,Central Michigan,Marshall,18,23,41,-5,Marshall,False,False
2002-10-26,2002,Buffalo,Kent State,12,16,28,-4,Kent State,False,False
2002-10-26,2002,Army,UAB,26,29,55,-3,UAB,False,False
2002-10-26,2002,Duke,Maryland,12,45,57,-33,Maryland,False,False
2002-10-26,2002,Western Michigan,Northern Illinois,20,24,44,-4,Northern Illinois,False,False
2002-10-26,2002,Syracuse,Rutgers,45,14,59,31,Syracuse,False,False
2002-10-26,2002,Colorado,Texas Tech,37,13,50,24,Colorado,False,False
2002-10-26,2002,Louisville,East Carolina,44,20,64,24,Louisville,False,False
2002-10-26,2002,Cincinnati,Memphis,48,10,58,38,Cincinnati,False,False
2002-10-26,2002,Illinois,Indiana,45,14,59,31,Illinois,False,False
2002-10-26,2002,Vanderbilt,Connecticut,28,24,52,4,Vanderbilt,False,False
2002-10-26,2002,Arkansas,Ole Miss,48,28,76,20,Arkansas,False,False
2002-10-26,2002,Missouri,Kansas,36,12,48,24,Missouri,False,False
2002-10-26,2002,Tulsa,UTEP,20,0,20,20,Tulsa,False,False
2002-10-26,2002,New Mexico,Utah,42,35,77,7,New Mexico,False,False
2002-10-26,2002,Rice,SMU,27,15,42,12,Rice,False,False
2002-10-26,2002,Troy,Florida Atlantic,21,6,27,15,Troy,False,False
2002-10-26,2002,Baylor,Kansas State,10,44,54,-34,Kansas State,False,False
2002-10-26,2002,Wyoming,Air Force,34,26,60,8,Wyoming,False,False
2002-10-26,2002,Louisiana Tech,Nevada,50,47,97,3,Louisiana Tech,False,False
2002-10-26,2002,Idaho,Middle Tennessee,21,18,39,3,Idaho,False,False
2002-10-26,2002,Tulane,Navy,51,30,81,21,Tulane,False,False
2002-10-26,2002,Georgia Tech,Virginia,23,15,38,8,Georgia Tech,False,False
2002-10-26,2002,Oregon,USC,33,44,77,-11,USC,False,False
2002-10-26,2002,Ohio State,Penn State,13,7,20,6,Ohio State,False,False
2002-10-26,2002,Texas,Iowa State,21,10,31,11,Texas,False,False
2002-10-26,2002,Kentucky,Georgia,24,52,76,-28,Georgia,False,False
2002-10-26,2002,Bowling Green,Ball State,38,20,58,18,Bowling Green,False,False
2002-10-26,2002,UCF,Akron,28,17,45,11,UCF,False,False
2002-10-26,2002,Oregon State,California,24,13,37,11,Oregon State,False,False
2002-10-26,2002,San Jose State,Boise State,8,45,53,-37,Boise State,False,False
2002-10-26,2002,UL-Lafayette,North Texas,0,27,27,-27,North Texas,False,False
2002-10-26,2002,UCLA,Stanford,28,18,46,10,UCLA,False,False
2002-10-26,2002,San Diego State,UNLV,31,21,52,10,San Diego State,False,False
2002-10-26,2002,Texas A&M,Nebraska,31,38,69,-7,Nebraska,False,False
2002-10-26,2002,Arkansas State,New Mexico State,21,26,47,-5,New Mexico State,False,False
2002-10-26,2002,UL-Monroe,Utah State,51,48,99,3,UL-Monroe,False,False
2002-10-26,2002,Toledo,Miami (OH),13,27,40,-14,Miami (OH),False,False
2002-10-26,2002,Michigan State,Wisconsin,24,42,66,-18,Wisconsin,False,False
2002-10-26,2002,Tennessee,Alabama,14,34,48,-20,Alabama,False,False
2002-10-26,2002,Arizona,Washington State,13,21,34,-8,Washington State,False,False
2002-10-26,2002,Arizona State,Washington,27,16,43,11,Arizona State,False,False
2002-10-30,2002,TCU,Southern Miss,37,7,44,30,TCU,False,False
2002-10-31,2002,Air Force,Colorado State,12,31,43,-19,Colorado State,False,False
2002-11-02,2002,Duke,Clemson,31,34,65,-3,Clemson,False,False
2002-11-02,2002,Temple,West Virginia,20,46,66,-26,West Virginia,False,False
2002-11-02,2002,Connecticut,Florida Atlantic,61,14,75,47,Connecticut,False,False
2002-11-02,2002,Rutgers,Miami (FL),17,42,59,-25,Miami (FL),False,False
2002-11-02,2002,Iowa,Wisconsin,20,3,23,17,Iowa,False,False
2002-11-02,2002,Michigan,Michigan State,49,3,52,46,Michigan,False,False
2002-11-02,2002,Northwestern,Indiana,41,37,78,4,Northwestern,False,False
2002-11-02,2002,Ole Miss,Auburn,24,31,55,-7,Auburn,False,False
2002-11-02,2002,Oklahoma State,Texas A&M,28,23,51,5,Oklahoma State,False,False
2002-11-02,2002,Miami (OH),Ohio,38,20,58,18,Miami (OH),False,False
2002-11-02,2002,Ball State,Western Michigan,17,7,24,10,Ball State,False,False
2002-11-02,2002,Eastern Michigan,Central Michigan,21,47,68,-26,Central Michigan,False,False
2002-11-02,2002,North Carolina,Maryland,7,59,66,-52,Maryland,False,False
2002-11-02,2002,Iowa State,Missouri,42,35,77,7,Iowa State,False,False
2002-11-02,2002,Arkansas,Troy,23,0,23,23,Arkansas,False,False
2002-11-02,2002,Memphis,Houston,21,26,47,-5,Houston,False,False
2002-11-02,2002,Texas Tech,Baylor,62,11,73,51,Texas Tech,False,False
2002-11-02,2002,Kansas,Kansas State,0,64,64,-64,Kansas State,False,False
2002-11-02,2002,Vanderbilt,Alabama,8,30,38,-22,Alabama,False,False
2002-11-02,2002,Kent State,Bowling Green,14,45,59,-31,Bowling Green,False,False
2002-11-02,2002,Mississippi State,Kentucky,24,45,69,-21,Kentucky,False,False
2002-11-02,2002,Notre Dame,Boston College,7,14,21,-7,Boston College,False,False
2002-11-02,2002,Tulsa,Rice,18,33,51,-15,Rice,False,False
2002-11-02,2002,BYU,San Diego State,34,10,44,24,BYU,False,False
2002-11-02,2002,SMU,Nevada,6,24,30,-18,Nevada,False,False
2002-11-02,2002,Arkansas State,Southern Utah,38,16,54,22,Arkansas State,False,False
2002-11-02,2002,Penn State,Illinois,18,7,25,11,Penn State,False,False
2002-11-02,2002,Oregon,Stanford,41,14,55,27,Oregon,False,False
2002-11-02,2002,NC State,Georgia Tech,17,24,41,-7,Georgia Tech,False,False
2002-11-02,2002,Washington State,Arizona State,44,22,66,22,Washington State,False,False
2002-11-02,2002,Ohio State,Minnesota,34,3,37,31,Ohio State,False,False
2002-11-02,2002,Oklahoma,Colorado,27,11,38,16,Oklahoma,False,False
2002-11-02,2002,South Carolina,Tennessee,10,18,28,-8,Tennessee,False,False
2002-11-02,2002,Akron,Marshall,34,20,54,14,Akron,False,False
2002-11-02,2002,Wake Forest,Florida State,21,34,55,-13,Florida State,False,False
2002-11-02,2002,Oregon State,Arizona,38,3,41,35,Oregon State,False,False
2002-11-02,2002,North Texas,UL-Monroe,41,2,43,39,North Texas,False,False
2002-11-02,2002,UL-Lafayette,Idaho,31,28,59,3,UL-Lafayette,False,False
2002-11-02,2002,New Mexico State,Middle Tennessee,24,21,45,3,New Mexico State,False,False
2002-11-02,2002,UNLV,Wyoming,49,48,97,1,UNLV,False,False
2002-11-02,2002,UCF,Syracuse,35,38,73,-3,Syracuse,False,False
2002-11-02,2002,USF,Charleston Southern,56,6,62,50,USF,False,False
2002-11-02,2002,Nebraska,Texas,24,27,51,-3,Texas,False,False
2002-11-02,2002,Washington,UCLA,24,34,58,-10,UCLA,False,False
2002-11-02,2002,Virginia Tech,Pittsburgh,21,28,49,-7,Pittsburgh,False,False
2002-11-02,2002,Georgia,Florida,13,20,33,-7,Florida,False,False
2002-11-02,2002,UTEP,Boise State,3,58,61,-55,Boise State,False,False
2002-11-02,2002,Hawaii,San Jose State,40,31,71,9,Hawaii,False,False
2002-11-07,2002,Louisville,Cincinnati,14,24,38,-10,Cincinnati,False,False
2002-11-09,2002,Maryland,NC State,24,21,45,3,Maryland,False,False
2002-11-09,2002,North Carolina,Clemson,12,42,54,-30,Clemson,False,False
2002-11-09,2002,Connecticut,Kent State,63,21,84,42,Connecticut,False,False
2002-11-09,2002,Pittsburgh,Temple,29,22,51,7,Pittsburgh,False,False
2002-11-09,2002,Navy,Notre Dame,23,30,53,-7,Notre Dame,False,False
2002-11-09,2002,West Virginia,Boston College,24,14,38,10,West Virginia,False,False
2002-11-09,2002,Purdue,Ohio State,6,10,16,-4,Ohio State,False,False
2002-11-09,2002,Iowa,Northwestern,62,10,72,52,Iowa,False,False
2002-11-09,2002,Wisconsin,Illinois,20,37,57,-17,Illinois,False,False
2002-11-09,2002,South Carolina,Arkansas,0,23,23,-23,Arkansas,False,False
2002-11-09,2002,Kentucky,LSU,30,33,63,-3,LSU,False,False
2002-11-09,2002,Missouri,Colorado,35,42,77,-7,Colorado,False,False
2002-11-09,2002,Texas,Baylor,41,0,41,41,Texas,False,False
2002-11-09,2002,Buffalo,UCF,21,45,66,-24,UCF,False,False
2002-11-09,2002,Indiana,Michigan State,21,56,77,-35,Michigan State,False,False
2002-11-09,2002,Western Michigan,Eastern Michigan,33,31,64,2,Western Michigan,False,False
2002-11-09,2002,Nebraska,Kansas,45,7,52,38,Nebraska,False,False
2002-11-09,2002,Ohio,Akron,27,10,37,17,Ohio,False,False
2002-11-09,2002,Texas Tech,Oklahoma State,49,24,73,25,Texas Tech,False,False
2002-11-09,2002,Vanderbilt,Florida,17,21,38,-4,Florida,False,False
2002-11-09,2002,Alabama,Mississippi State,28,14,42,14,Alabama,False,False
2002-11-09,2002,Auburn,UL-Monroe,52,14,66,38,Auburn,False,False
2002-11-09,2002,Northern Illinois,Bowling Green,26,17,43,9,Northern Illinois,False,False
2002-11-09,2002,UAB,Southern Miss,13,20,33,-7,Southern Miss,False,False
2002-11-09,2002,Army,Air Force,30,49,79,-19,Air Force,False,False
2002-11-09,2002,TCU,Tulane,17,10,27,7,TCU,False,False
2002-11-09,2002,Houston,East Carolina,48,54,102,-6,East Carolina,False,False
2002-11-09,2002,Boise State,Rice,49,7,56,42,Boise State,False,False
2002-11-09,2002,Nevada,UTEP,23,17,40,6,Nevada,False,False
2002-11-09,2002,Utah State,New Mexico State,32,30,62,2,Utah State,False,False
2002-11-09,2002,Washington,Oregon State,41,29,70,12,Washington,False,False
2002-11-09,2002,Syracuse,Virginia Tech,50,42,92,8,Syracuse,False,False
2002-11-09,2002,Texas A&M,Oklahoma,30,26,56,4,Texas A&M,False,False
2002-11-09,2002,Georgia Tech,Florida State,13,21,34,-8,Florida State,False,False
2002-11-09,2002,Penn State,Virginia,35,14,49,21,Penn State,False,False
2002-11-09,2002,Washington State,Oregon,32,21,53,11,Washington State,False,False
2002-11-09,2002,Tennessee,Miami (FL),3,26,29,-23,Miami (FL),False,False
2002-11-09,2002,San Jose State,Louisiana Tech,42,30,72,12,San Jose State,False,False
2002-11-09,2002,UL-Lafayette,Arkansas State,13,10,23,3,UL-Lafayette,False,False
2002-11-09,2002,Troy,Florida A&M,24,7,31,17,Troy,False,False
2002-11-09,2002,BYU,Wyoming,35,31,66,4,BYU,False,False
2002-11-09,2002,New Mexico,San Diego State,15,8,23,7,New Mexico,False,False
2002-11-09,2002,Arizona State,California,38,55,93,-17,California,False,False
2002-11-09,2002,Toledo,Central Michigan,44,17,61,27,Toledo,False,False
2002-11-09,2002,Utah,UNLV,28,17,45,11,Utah,False,False
2002-11-09,2002,Fresno State,Tulsa,31,12,43,19,Fresno State,False,False
2002-11-09,2002,Georgia,Ole Miss,31,17,48,14,Georgia,False,False
2002-11-09,2002,Kansas State,Iowa State,58,7,65,51,Kansas State,False,False
2002-11-09,2002,Stanford,USC,17,49,66,-32,USC,False,False
2002-11-09,2002,USF,Memphis,31,28,59,3,USF,False,False
2002-11-09,2002,North Texas,Idaho,10,0,10,10,North Texas,False,False
2002-11-09,2002,Minnesota,Michigan,24,41,65,-17,Michigan,False,False
2002-11-09,2002,Arizona,UCLA,7,37,44,-30,UCLA,False,False
2002-11-12,2002,Marshall,Miami (OH),36,34,70,2,Marshall,False,False
2002-11-14,2002,Southern Miss,Louisville,17,20,37,-3,Louisville,False,False
2002-11-16,2002,Boston College,Syracuse,41,20,61,21,Boston College,False,False
2002-11-16,2002,Wyoming,Utah,18,23,41,-5,Utah,False,False
2002-11-16,2002,Troy,Utah State,16,19,35,-3,Utah State,False,False
2002-11-16,2002,Virginia,NC State,14,9,23,5,Virginia,False,False
2002-11-16,2002,Navy,Connecticut,0,38,38,-38,Connecticut,False,False
2002-11-16,2002,Michigan,Wisconsin,21,14,35,7,Michigan,False,False
2002-11-16,2002,Minnesota,Iowa,21,45,66,-24,Iowa,False,False
2002-11-16,2002,Michigan State,Purdue,42,45,87,-3,Purdue,False,False
2002-11-16,2002,Kansas State,Nebraska,49,13,62,36,Kansas State,False,False
2002-11-16,2002,Mississippi State,Tennessee,17,35,52,-18,Tennessee,False,False
2002-11-16,2002,Eastern Michigan,Northern Illinois,21,49,70,-28,Northern Illinois,False,False
2002-11-16,2002,Cincinnati,Houston,47,14,61,33,Cincinnati,False,False
2002-11-16,2002,Central Michigan,Ball State,21,38,59,-17,Ball State,False,False
2002-11-16,2002,Georgia Tech,Duke,17,2,19,15,Georgia Tech,False,False
2002-11-16,2002,Akron,Buffalo,21,10,31,11,Akron,False,False
2002-11-16,2002,Kentucky,Vanderbilt,41,21,62,20,Kentucky,False,False
2002-11-16,2002,Baylor,Oklahoma,9,49,58,-40,Oklahoma,False,False
2002-11-16,2002,Kansas,Oklahoma State,20,55,75,-35,Oklahoma State,False,False
2002-11-16,2002,Texas A&M,Missouri,27,33,60,-6,Missouri,False,False
2002-11-16,2002,Arkansas,UL-Lafayette,24,17,41,7,Arkansas,False,False
2002-11-16,2002,UNLV,Air Force,32,49,81,-17,Air Force,False,False
2002-11-16,2002,Rice,Hawaii,28,33,61,-5,Hawaii,False,False
2002-11-16,2002,Tulsa,San Jose State,38,49,87,-11,San Jose State,False,False
2002-11-16,2002,UAB,East Carolina,36,29,65,7,UAB,False,False
2002-11-16,2002,Boise State,Louisiana Tech,36,10,46,26,Boise State,False,False
2002-11-16,2002,California,Arizona,41,52,93,-11,Arizona,False,False
2002-11-16,2002,Oregon,Washington,14,42,56,-28,Washington,False,False
2002-11-16,2002,Florida State,North Carolina,40,14,54,26,Florida State,False,False
2002-11-16,2002,Indiana,Penn State,25,58,83,-33,Penn State,False,False
